analysis_id,session_id,scenario_id,scenario_family,data_source,capture_scenario,encryption_plaintext,encryption_starttls,encryption_implicit,deprecated_tls,weak_cipher,expired_cert,not_yet_valid_cert,weak_key,auth_before_tls,tls_upgrade_failed,pfs_missing,self_signed,protocol_smtp,protocol_imap,protocol_pop3,critical_count,high_count,medium_count,low_count,tls_handshake_observed,certificate_observed,starttls_command_observed,authentication_observed,session_truncated,asymmetric_capture,risk_label
synthetic-00932,imap-003725,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES-0847,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00932,pop3-003726,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT-0848,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,2,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00933,imap-003728,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE-0850,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,1.0,1.0,,,0.0,1.0,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00938,pop3-003751,POSTURE_DEPRECATED_TLS_AND_WEAK_CIPHER-0852,POSTURE_DEPRECATED_TLS_AND_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,2,0,0,1.0,1.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00940,smtp-003757,POSTURE_PLAINTEXT_WITH_AUTHENTICATION-0854,POSTURE_PLAINTEXT_WITH_AUTHENTICATION,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00940,imap-003758,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES-0855,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00940,imap-003759,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT-0856,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00941,pop3-003760,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE-0857,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,1.0,0.0,,,0.0,0.0,1.0,0,0,2,2,0.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00941,smtp-003761,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE-0858,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,1.0,1.0,,,1.0,0.0,0.0,1,1,0,2,0.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00941,pop3-003762,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER-0859,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00948,smtp-003790,POSTURE_PLAINTEXT_WITH_AUTHENTICATION-0861,POSTURE_PLAINTEXT_WITH_AUTHENTICATION,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,2,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00948,pop3-003791,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES-0862,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,0.0,1.0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00949,pop3-003792,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT-0863,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00949,smtp-003793,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE-0864,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,1,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00949,pop3-003794,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE-0865,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,1.0,1.0,,,0.0,0.0,1.0,0,0,0,2,0.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00949,pop3-003795,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER-0866,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00956,pop3-003822,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED-0867,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,1.0,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00956,smtp-003823,POSTURE_PLAINTEXT_WITH_AUTHENTICATION-0868,POSTURE_PLAINTEXT_WITH_AUTHENTICATION,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00957,pop3-003824,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES-0869,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,0.0,1.0,1,1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00957,smtp-003826,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE-0871,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00958,smtp-003828,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER-0873,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER,CURATED_SYNTHETIC,MISSING_CERTIFICATE,0.0,1.0,0.0,0.0,1.0,,,,1.0,0.0,1.0,,1.0,0.0,0.0,2,1,2,0,1.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00965,pop3-003856,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED-0874,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,0.0,1.0,1,0,2,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00965,pop3-003857,POSTURE_PLAINTEXT_WITH_AUTHENTICATION-0875,POSTURE_PLAINTEXT_WITH_AUTHENTICATION,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,0.0,1.0,2,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00965,pop3-003858,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES-0876,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,0.0,1.0,2,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00965,smtp-003859,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT-0877,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,2,1,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00966,smtp-003860,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE-0878,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00966,pop3-003862,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER-0880,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER,CURATED_SYNTHETIC,MISSING_CERTIFICATE,0.0,1.0,0.0,1.0,1.0,,,,1.0,0.0,0.0,,0.0,0.0,1.0,0,2,1,0,1.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00973,smtp-003890,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED-0882,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,1,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00973,smtp-003891,POSTURE_PLAINTEXT_WITH_AUTHENTICATION-0883,POSTURE_PLAINTEXT_WITH_AUTHENTICATION,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,1,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00974,smtp-003892,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES-0884,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00974,pop3-003893,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT-0885,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00974,smtp-003894,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE-0886,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE,CURATED_SYNTHETIC,MISSING_CERTIFICATE,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,,1.0,0.0,0.0,1,0,0,2,1.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00975,smtp-003897,POSTURE_COMPOUNDING_FAILURES_NO_CRIT_COUNT-0889,POSTURE_COMPOUNDING_FAILURES_NO_CRIT_COUNT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00982,imap-003924,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED-0890,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00982,smtp-003926,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES-0892,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,2,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00982,imap-003927,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT-0893,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00983,imap-003928,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE-0894,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,1,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00983,imap-003929,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE-0895,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,1.0,1.0,,,0.0,1.0,0.0,0,2,0,0,0.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00983,pop3-003930,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER-0896,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00990,imap-003958,POSTURE_PLAINTEXT_WITH_AUTHENTICATION-0898,POSTURE_PLAINTEXT_WITH_AUTHENTICATION,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00990,pop3-003959,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES-0899,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,0.0,1.0,2,1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00991,pop3-003960,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT-0900,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00991,imap-003961,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE-0901,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00991,pop3-003963,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER-0903,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00998,imap-003991,POSTURE_PLAINTEXT_WITH_AUTHENTICATION-0905,POSTURE_PLAINTEXT_WITH_AUTHENTICATION,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,1.0,0.0,1,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-00999,smtp-003993,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT-0907,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00999,pop3-003994,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE-0908,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,1.0,0.0,,,0.0,0.0,1.0,1,0,1,1,0.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-00999,imap-003995,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE-0909,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,1.0,1.0,,,0.0,1.0,0.0,2,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01005,imap-004018,POSTURE_DEPRECATED_TLS_AND_WEAK_CIPHER-0911,POSTURE_DEPRECATED_TLS_AND_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,2,0,0,1.0,1.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-01007,smtp-004026,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT-0915,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2,1,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01008,imap-004028,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE-0917,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,1.0,1.0,,,0.0,1.0,0.0,1,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01008,pop3-004029,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER-0918,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01015,pop3-004056,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED-0919,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,1.0,2,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-01015,smtp-004058,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES-0921,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,2,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-01015,imap-004059,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT-0922,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,2,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01016,imap-004062,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER-0925,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01023,imap-004089,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED-0927,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,1.0,0.0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-01023,smtp-004091,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES-0929,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,1,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-01024,pop3-004093,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE-0931,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01024,smtp-004094,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE-0932,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,1.0,1.0,,,1.0,0.0,0.0,1,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01024,smtp-004095,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER-0933,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01031,smtp-004122,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED-0934,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-01031,smtp-004123,POSTURE_PLAINTEXT_WITH_AUTHENTICATION-0935,POSTURE_PLAINTEXT_WITH_AUTHENTICATION,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-01032,imap-004124,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES-0936,POSTURE_PLAINTEXT_MULTIPLE_SENSITIVE_EXPOSURES,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,1.0,0.0,1,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
synthetic-01032,smtp-004125,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT-0937,POSTURE_STARTTLS_AUTH_BEFORE_TLS_STRICT,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01032,pop3-004126,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE-0938,POSTURE_STARTTLS_AUTH_BEFORE_TLS_PERMISSIVE,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01032,pop3-004127,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE-0939,POSTURE_STARTTLS_EARLY_AUTH_FAILED_UPGRADE,CURATED_SYNTHETIC,MISSING_SERVER_HELLO,0.0,1.0,0.0,,,,,,1.0,1.0,,,0.0,0.0,1.0,0,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01033,smtp-004128,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER-0940,POSTURE_STARTTLS_EARLY_AUTH_WEAK_CIPHER,CURATED_SYNTHETIC,FULL_SESSION,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,CRITICAL
synthetic-01039,pop3-004155,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED-0941,POSTURE_PLAINTEXT_TRAFFIC_UNENCRYPTED,CURATED_SYNTHETIC,FULL_SESSION,1.0,0.0,0.0,,,,,,1.0,0.0,,,0.0,0.0,1.0,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL
