analysis_id,session_id,scenario_id,scenario_family,data_source,capture_scenario,risk_label,encryption_plaintext,encryption_starttls,encryption_implicit,deprecated_tls,weak_cipher,expired_cert,not_yet_valid_cert,weak_key,auth_before_tls,tls_upgrade_failed,pfs_missing,self_signed,protocol_smtp,protocol_imap,protocol_pop3,critical_count,high_count,medium_count,low_count,tls_handshake_observed,certificate_observed,starttls_command_observed,authentication_observed,session_truncated,asymmetric_capture
ANALYSIS_PARTIAL_START_MID_SESSION_0095,partial_start_mid_session_0095,ANALYSIS_PARTIAL_START_MID_SESSION_0095_partial_start_mid_session_0095,PARTIAL_CAPTURE_START_MID_SESSION,PARTIAL_CAPTURE_CHALLENGE,START_MID_SESSION,LOW,0.0,1.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_START_MID_SESSION_0096,partial_start_mid_session_0096,ANALYSIS_PARTIAL_START_MID_SESSION_0096_partial_start_mid_session_0096,PARTIAL_CAPTURE_START_MID_SESSION,PARTIAL_CAPTURE_CHALLENGE,START_MID_SESSION,MEDIUM,0.0,1.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_START_MID_SESSION_0097,partial_start_mid_session_0097,ANALYSIS_PARTIAL_START_MID_SESSION_0097_partial_start_mid_session_0097,PARTIAL_CAPTURE_START_MID_SESSION,PARTIAL_CAPTURE_CHALLENGE,START_MID_SESSION,MEDIUM,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_MID_SESSION_0098,partial_start_mid_session_0098,ANALYSIS_PARTIAL_START_MID_SESSION_0098_partial_start_mid_session_0098,PARTIAL_CAPTURE_START_MID_SESSION,PARTIAL_CAPTURE_CHALLENGE,START_MID_SESSION,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_START_MID_SESSION_0099,partial_start_mid_session_0099,ANALYSIS_PARTIAL_START_MID_SESSION_0099_partial_start_mid_session_0099,PARTIAL_CAPTURE_START_MID_SESSION,PARTIAL_CAPTURE_CHALLENGE,START_MID_SESSION,HIGH,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0000,partial_start_after_starttls_0000,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0000_partial_start_after_starttls_0000,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0001,partial_start_after_starttls_0001,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0001_partial_start_after_starttls_0001,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0002,partial_start_after_starttls_0002,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0002_partial_start_after_starttls_0002,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0003,partial_start_after_starttls_0003,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0003_partial_start_after_starttls_0003,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0004,partial_start_after_starttls_0004,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0004_partial_start_after_starttls_0004,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0005,partial_start_after_starttls_0005,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0005_partial_start_after_starttls_0005,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0006,partial_start_after_starttls_0006,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0006_partial_start_after_starttls_0006,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0007,partial_start_after_starttls_0007,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0007_partial_start_after_starttls_0007,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0008,partial_start_after_starttls_0008,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0008_partial_start_after_starttls_0008,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0009,partial_start_after_starttls_0009,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0009_partial_start_after_starttls_0009,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0010,partial_start_after_starttls_0010,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0010_partial_start_after_starttls_0010,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0011,partial_start_after_starttls_0011,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0011_partial_start_after_starttls_0011,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,MEDIUM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0012,partial_start_after_starttls_0012,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0012_partial_start_after_starttls_0012,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0013,partial_start_after_starttls_0013,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0013_partial_start_after_starttls_0013,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0014,partial_start_after_starttls_0014,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0014_partial_start_after_starttls_0014,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0015,partial_start_after_starttls_0015,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0015_partial_start_after_starttls_0015,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0016,partial_start_after_starttls_0016,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0016_partial_start_after_starttls_0016,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0017,partial_start_after_starttls_0017,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0017_partial_start_after_starttls_0017,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0018,partial_start_after_starttls_0018,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0018_partial_start_after_starttls_0018,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0019,partial_start_after_starttls_0019,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0019_partial_start_after_starttls_0019,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0020,partial_start_after_starttls_0020,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0020_partial_start_after_starttls_0020,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0021,partial_start_after_starttls_0021,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0021_partial_start_after_starttls_0021,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0022,partial_start_after_starttls_0022,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0022_partial_start_after_starttls_0022,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0023,partial_start_after_starttls_0023,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0023_partial_start_after_starttls_0023,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0024,partial_start_after_starttls_0024,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0024_partial_start_after_starttls_0024,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0025,partial_start_after_starttls_0025,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0025_partial_start_after_starttls_0025,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,LOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0026,partial_start_after_starttls_0026,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0026_partial_start_after_starttls_0026,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0027,partial_start_after_starttls_0027,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0027_partial_start_after_starttls_0027,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0028,partial_start_after_starttls_0028,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0028_partial_start_after_starttls_0028,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0029,partial_start_after_starttls_0029,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0029_partial_start_after_starttls_0029,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0030,partial_start_after_starttls_0030,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0030_partial_start_after_starttls_0030,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0031,partial_start_after_starttls_0031,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0031_partial_start_after_starttls_0031,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0032,partial_start_after_starttls_0032,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0032_partial_start_after_starttls_0032,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,CRITICAL,1.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0033,partial_start_after_starttls_0033,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0033_partial_start_after_starttls_0033,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0034,partial_start_after_starttls_0034,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0034_partial_start_after_starttls_0034,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0035,partial_start_after_starttls_0035,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0035_partial_start_after_starttls_0035,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0036,partial_start_after_starttls_0036,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0036_partial_start_after_starttls_0036,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0037,partial_start_after_starttls_0037,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0037_partial_start_after_starttls_0037,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0038,partial_start_after_starttls_0038,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0038_partial_start_after_starttls_0038,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0039,partial_start_after_starttls_0039,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0039_partial_start_after_starttls_0039,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,LOW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0040,partial_start_after_starttls_0040,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0040_partial_start_after_starttls_0040,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0041,partial_start_after_starttls_0041,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0041_partial_start_after_starttls_0041,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0042,partial_start_after_starttls_0042,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0042_partial_start_after_starttls_0042,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0043,partial_start_after_starttls_0043,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0043_partial_start_after_starttls_0043,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0044,partial_start_after_starttls_0044,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0044_partial_start_after_starttls_0044,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0045,partial_start_after_starttls_0045,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0045_partial_start_after_starttls_0045,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,CRITICAL,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0046,partial_start_after_starttls_0046,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0046_partial_start_after_starttls_0046,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0047,partial_start_after_starttls_0047,ANALYSIS_PARTIAL_START_AFTER_STARTTLS_0047_partial_start_after_starttls_0047,PARTIAL_CAPTURE_START_AFTER_STARTTLS,PARTIAL_CAPTURE_CHALLENGE,START_AFTER_STARTTLS,HIGH,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
